ID_Full	ID	Haplotype	Source_Identifier	original_locus	physical_locus	retained_alignment_candidates_at_original_slot	partition	reason	admitted_alignment	admitted_record
HG02055_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02055	pat	HG02055#1#JAHEPK020000061.1:7661651-7671501	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02056_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02056	mat	HG02056#2#CM085884.1:7636894-7646721	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02056_mat
HG02056_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02056	pat	HG02056#1#JBHDVC010000045.1:7663461-7673266	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02083_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02083	mat	HG02083#2#CM086966.1:7539457-7549266	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02083_mat
HG02109_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02109	mat	HG02109#2#CM092149.1:7647135-7656957	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02109_mat
HG02109_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02109	pat	HG02109#1#CM092163.1:7632392-7642192	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02109_pat
HG02132_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02132	mat	HG02132#2#CM086909.1:7669927-7679711	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02132_mat
HG02145_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02145	mat	HG02145#2#CM099659.1:7858270-7868092	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02145_mat
HG02145_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02145	pat	HG02145#1#CM099674.1:7762454-7772275	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02145_pat
HG02165_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02165	h2	HG02165#2#JBHDWX010000020.1:8158731-8168555	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02257_pat_hprc_r2_v1.1.0_HML-2_8p23.1b	HG02257	pat	HG02257#1#CM089223.1:7840837-7850647	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02257_pat
HG02258_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02258	pat	HG02258#1#JBHDUY010000004.1:5239437-5249243	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02280_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02280	pat	HG02280#1#CM086291.1:7612684-7622509	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02280_pat
HG02391_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02391	h1	HG02391#1#CM087586.1:7602702-7612506	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02391_hap1
HG02392_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02392	h2	HG02392#2#JBHIKF010000017.1:7549063-7558872	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02451_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02451	mat	HG02451#2#CM086227.1:7683692-7693490	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02451_mat
HG02451_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02451	pat	HG02451#1#CM086204.1:7571412-7581237	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02451_pat
HG02486_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02486	mat	HG02486#2#CM088221.1:7687292-7697114	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02486_mat
HG02486_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02486	pat	HG02486#1#CM088197.1:7737044-7746842	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02486_pat
HG02492_h2_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG02492	h2	HG02492#2#haplotype2-0000124#0:137932259-137971907	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02492_h2
HG02523_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02523	mat	HG02523#2#CM086940.1:7697316-7707140	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02523_mat
HG02559_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02559	pat	HG02559#1#CM088236.1:7669876-7679698	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02559_pat
HG02572_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02572	mat	HG02572#2#CM088175.1:7743906-7753734	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02572_mat
HG02572_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02572	pat	HG02572#1#CM088157.1:7592508-7602333	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02572_pat
HG02583_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02583	h1	HG02583#1#CM089492.1:7578563-7588385	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02583_hap1
HG02583_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02583	h2	HG02583#2#CM089518.1:7653642-7663471	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02583_hap2
HG02602_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02602	mat	HG02602#2#CM099702.1:7687695-7697517	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02602_mat
HG02615_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02615	mat	HG02615#2#CM086695.1:7591381-7601210	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02615_mat
HG02615_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02615	pat	HG02615#1#CM086673.1:7831203-7840949	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02615_pat
HG02622_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02622	mat	HG02622#2#CM088100.1:7829538-7839365	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02622_mat
HG02622_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02622	pat	HG02622#1#CM088075.1:7630019-7639848	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02622_pat
HG02630_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02630	pat	HG02630#1#CM091810.1:7471581-7481403	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02630_pat
HG02647_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02647	mat	HG02647#2#CM086574.1:7627346-7637171	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02647_mat
HG02647_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02647	pat	HG02647#1#CM086560.1:7650207-7659953	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02647_pat
HG02668_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02668	mat	HG02668#2#CM088898.1:7706701-7716494	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02668_mat
HG02668_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02668	pat	HG02668#1#CM088868.1:7639598-7649406	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02698_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02698	mat	HG02698#2#CM086848.1:7668406-7678234	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02698_mat
HG02698_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02698	pat	HG02698#1#CM086827.1:7658414-7668236	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02698_pat
HG02717_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02717	pat	HG02717#1#CM088960.1:7692027-7701852	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02717_pat
HG02723_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02723	mat	HG02723#2#CM092014.1:7710329-7720075	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02723_mat
HG02723_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02723	pat	HG02723#1#CM092033.1:7621885-7631690	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02723_pat
HG02738_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02738	mat	HG02738#2#CM099933.1:7716806-7726623	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02738_mat
HG02738_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02738	pat	HG02738#1#CM099921.1:7787822-7797607	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02738_pat
HG02769_h1_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG02769	h1	HG02769#1#haplotype1-0000006#0:7588127-7627445	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02769_h1
HG02769_h2_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG02769	h2	HG02769#2#haplotype2-0000205#0:139949358-139988973	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02769_h2
HG02809_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02809	mat	HG02809#2#CM088365.1:7848195-7857994	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02809_mat
HG02809_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02809	pat	HG02809#1#CM088346.1:7490505-7500327	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02809_pat
HG02818_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02818	pat	HG02818#1#JAHEOS020000047.1:7640182-7650004	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02841_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02841	mat	HG02841#2#CM098673.1:7738593-7748456	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02841_mat
HG02841_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02841	pat	HG02841#1#CM098704.1:7673524-7683329	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02841_pat
HG02886_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02886	mat	HG02886#2#CM088129.1:7701206-7711028	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02886_mat
HG02886_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02886	pat	HG02886#1#CM088087.1:8222471-8232277	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02886_pat
HG02922_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02922	h2	HG02922#2#JBHDVP010000004.1:5583195-5593024	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02965_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02965	h2	HG02965#2#CM087391.1:7544876-7554713	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02965_hap2
HG02976_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02976	h1	HG02976#1#CM087101.1:8001286-8011108	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02976_hap1
HG02984_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02984	mat	HG02984#2#JBJKON010000017.1:7826747-7836568	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03041_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03041	pat	HG03041#1#CM088716.1:7703979-7713777	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03041_pat
HG03050_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03050	mat	HG03050#2#CM098779.1:7453631-7463456	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03050_mat
HG03050_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03050	pat	HG03050#1#CM098765.1:7514725-7524547	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03050_pat
HG03065_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	HG03065	h2	HG03065#2#haplotype2-0000071#0:12698966-12708684	8p23.1b	8p23.1b	0	admitted	current_source_exact_owning_caller_alignment	HML-2_8p23.1b_all_haplotypes_aligned_type2_KCON.fasta	HG03065_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|HG03065#2#haplotype2-0000071#0:12698966-12708684
HG03098_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03098	mat	HG03098#2#CM092221.1:7684562-7694392	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03098_mat
HG03130_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03130	h1	HG03130#1#CM087257.1:7728105-7737942	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03130_hap1
HG03130_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03130	h2	HG03130#2#CM087271.1:7710606-7720427	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03130_hap2
HG03139_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03139	h2	HG03139#2#JBIEBY010000048.1:7769866-7779659	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03195_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03195	h1	HG03195#1#CM087061.1:8044188-8054012	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03195_hap1
HG03195_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03195	h2	HG03195#2#CM087089.1:7510794-7520623	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03195_hap2
HG03209_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03209	h1	HG03209#1#CM087215.1:7646989-7656734	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03209_hap1
HG03209_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03209	h2	HG03209#2#CM087233.1:7673883-7683686	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03209_hap2
HG03225_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03225	h1	HG03225#1#CM089303.1:7488834-7498659	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03225_hap1
HG03225_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03225	h2	HG03225#2#CM089319.1:7640577-7650399	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03225_hap2
HG03239_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03239	mat	HG03239#2#CM088763.1:7543602-7553426	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03239_mat
HG03248_h1_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG03248	h1	HG03248#1#haplotype1-0000047#0:139012621-139051914	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03248_h1
HG03270_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03270	h1	HG03270#1#CM089903.1:7662325-7672131	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03270_hap1
HG03270_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03270	h2	HG03270#2#CM089915.1:7671897-7681703	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03270_hap2
HG03369_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03369	h1	HG03369#1#CM094385.1:7684637-7694381	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03369_hap1
HG03369_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03369	h2	HG03369#2#CM094361.1:7691656-7701478	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03369_hap2
HG03453_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03453	pat	HG03453#1#CM088013.1:7776062-7785892	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03453_pat
HG03470_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03470	h1	HG03470#1#CM091824.1:7735789-7745605	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03470_hap1
HG03470_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03470	h2	HG03470#2#CM091872.1:7530844-7540669	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03470_hap2
HG03471_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03471	h1	HG03471#1#CM087524.1:7789544-7799366	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03471_hap1
HG03471_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03471	h2	HG03471#2#CM087547.1:7608499-7618299	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03471_hap2
HG03486_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03486	mat	HG03486#2#CM091962.1:7732894-7742698	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03486_mat
HG03486_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03486	pat	HG03486#1#CM091976.1:7575638-7585460	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03486_pat
HG03516_mat_hprc_r2_v1.1.0_HML-2_8p23.1b	HG03516	mat	HG03516#2#CM089233.1:7692535-7702360	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03516_mat
HG03516_pat_hprc_r2_v1.1.0_HML-2_8p23.1b	HG03516	pat	HG03516#1#CM089207.1:7619586-7629408	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03516_pat
HG03520_h1_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG03520	h1	HG03520#1#haplotype1-0000009#0:7716650-7756261	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03520_h1
HG03521_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03521	h2	HG03521#2#CM094438.1:8048141-8057960	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03521_hap2
HG03540_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03540	pat	HG03540#1#CM088052.1:7568294-7578122	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03540_pat
HG03579_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03579	mat	HG03579#2#CM089290.1:7736074-7745896	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03579_mat
HG03583_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03583	h1	HG03583#1#JBHIKA010000002.1:7706691-7716489	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03583_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03583	h2	HG03583#2#JBHIKB010000008.1:5652652-5662468	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03669_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03669	pat	HG03669#1#CM086735.1:7643776-7653603	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03669_pat
HG03688_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03688	pat	HG03688#1#CM086804.1:7797819-7807643	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03688_pat
HG03704_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03704	mat	HG03704#2#JBHDRM010000001.1:5480850-5490678	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03710_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03710	mat	HG03710#2#CM086884.1:7550776-7560604	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03710_mat
HG03710_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03710	pat	HG03710#1#CM086871.1:7701824-7711652	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03710_pat
HG03732_h1_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG03732	h1	HG03732#1#haplotype1-0000028#0:7730744-7770075	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03732_h1
HG03732_h2_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG03732	h2	HG03732#2#haplotype2-0000093#0:7652880-7692190	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03732_h2
HG03742_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03742	h1	HG03742#1#CM087630.1:7615388-7625210	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03742_hap1
HG03807_h2_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG03807	h2	HG03807#2#haplotype2-0000098#0:11494161-11533721	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03807_h2
HG03816_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03816	mat	HG03816#2#CM100044.1:7648684-7658492	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03816_mat
HG03816_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03816	pat	HG03816#1#CM100029.1:7560291-7570113	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03816_pat
HG03834_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03834	mat	HG03834#2#CM085814.1:7718794-7728618	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03834_mat
HG03834_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03834	pat	HG03834#1#CM085798.1:7648473-7658258	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03834_pat
HG03874_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03874	h1	HG03874#1#CM089434.1:7617767-7627570	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03874_hap1
HG03927_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03927	mat	HG03927#2#CM086661.1:7682062-7691883	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03927_mat
HG03927_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03927	pat	HG03927#1#CM086637.1:7670471-7680293	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03927_pat
HG03942_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG03942	mat	HG03942#2#CM088406.1:7617280-7627108	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG03942_mat
HG04115_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG04115	mat	HG04115#2#CM086767.1:7735252-7745055	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG04115_mat
